title,content_url,p_date,read_num,like_num,comment_num,reward_num,author,c_date,u_date,source_url
Python进阶好书推荐，还有送书,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367165&idx=1&sn=408097690cc458defec93177cffb8967&chksm=be9cdfe989eb56ff8ff0919d34d6262eef2bfbfb314ee447e6b3986937889a168b6aec785aef&scene=27#wechat_redirect,2017-07-26T07:30:00.000Z,5110,141,0,9,给大家送福利的,2018-01-17T18:00:03.470Z,2018-01-17T18:18:50.121Z,http://t.cn/RoAHAZx
粉丝福利|一节2000+人报名的机器学习课，免费了,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367164&idx=1&sn=5ebf0ea752932ddbd8d42d67b88e65cc&chksm=be9cdfe889eb56feeb689bc75fdabd005c1fa419a80c5fcdae3e9bd1ee03279a591475d1e32a&scene=27#wechat_redirect,2017-07-25T12:07:04.000Z,1770,17,0,0,,2018-01-17T18:00:05.701Z,2018-01-17T18:18:51.314Z,
免费公开课|实用机器学习方法——集成学习,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367160&idx=1&sn=b7ab5229e7743f08af85b888d9894720&chksm=be9cdfec89eb56fa51b69966c359bcaa6f8efc0f2d8648d42d89c1bd484b766fec937adfabe3&scene=27#wechat_redirect,2017-07-24T20:07:11.000Z,1042,8,0,0,,2018-01-17T18:00:05.703Z,2018-01-17T18:18:52.497Z,
耐人寻味的 for...else...语句,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367157&idx=1&sn=4f1929df141a2a7a8a110ec8665926d3&chksm=be9cdfe189eb56f784d10887bf5087792262b8a2e08a496cd84a36761138a27a7b72cddac681&scene=27#wechat_redirect,2017-07-23T16:27:59.000Z,2701,51,0,0,刘志军,2018-01-17T18:00:05.704Z,2018-01-17T18:18:53.706Z,
《import this》背后的故事,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367149&idx=1&sn=5b9bc4a8029e7eb9b8a4b71d06524da9&chksm=be9cdff989eb56ef143d5b03fab7e825f08ea6a96d041aa1da50e78e765a75e60d49b42d9bf6&scene=27#wechat_redirect,2017-07-21T13:00:58.000Z,2647,53,0,1,刘志军,2018-01-17T18:00:05.705Z,2018-01-17T18:18:54.914Z,
2017开发者生态报告：Python 是最多人想尝试的语言,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367146&idx=1&sn=ecbd6245bc678d17b1f17ec00dbc4999&chksm=be9cdffe89eb56e85983eb25f6b8fb52cb04b815d2db943d48bafd4b8d5e4db29826f3bcbef1&scene=27#wechat_redirect,2017-07-19T07:38:00.000Z,2289,14,0,0,刘志军&jetbrains,2018-01-17T18:00:05.706Z,2018-01-17T18:18:56.100Z,
@classmethod与@staticmethod的区别,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367145&idx=1&sn=bd78a6e6d5b144f9ce6da7d9ee4dda2a&chksm=be9cdffd89eb56ebb1ab82cbffa1bc696775734e9ca6fe6815c52eed1f713694d9a8e1086f18&scene=27#wechat_redirect,2017-07-18T18:23:01.000Z,1526,78,0,2,刘志军,2018-01-17T18:00:05.706Z,2018-01-17T18:18:57.309Z,
Pycharm自动导入模块小技巧,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367133&idx=1&sn=383a38093e17196f103dd331803fb188&chksm=be9cdfc989eb56dfa6f8f830abed4963f0e76e9430839fa18ec49585cfd8f18b0741b87117ab&scene=27#wechat_redirect,2017-07-15T20:34:36.000Z,2857,35,0,0,刘志军,2018-01-17T18:00:05.707Z,2018-01-17T18:18:58.491Z,
程序员如何优雅地写公众号,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367120&idx=1&sn=36dc4785e897394ca3321556c9094b46&chksm=be9cdfc489eb56d213893ca5fbe7a9d9b3d7928cdbaf7cc9d8a07c5a80798173e119fc95a693&scene=27#wechat_redirect,2017-07-14T07:35:00.000Z,2718,140,0,5,刘志军,2018-01-17T18:00:05.708Z,2018-01-17T18:18:59.710Z,
Django开发企业级小说网站超详细教程,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367112&idx=1&sn=50000cb491bf2244b3c04d7358a8e82f&chksm=be9cdfdc89eb56ca97c6966e1be7900982767ad3783f82fe67e2bac19aacd3137c095674a11b&scene=27#wechat_redirect,2017-07-13T07:40:00.000Z,3157,9,0,0,,2018-01-17T18:00:05.709Z,2018-01-17T18:19:00.893Z,https://jq.qq.com/?_wv=1027&k=4BcVuDn
简析  __init__、__new__、__call__ 方法,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367090&idx=1&sn=59361f916c08de744657b81febe89c8e&chksm=be9cdf2689eb5630685122224e7d6acd67e92506ea901eea52a3e4b3d2ffa63f8a89b7b26620&scene=27#wechat_redirect,2017-07-11T07:32:33.000Z,2915,69,0,2,刘志军,2018-01-17T18:00:05.709Z,2018-01-17T18:19:02.137Z,
2017半年写字总结,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367087&idx=1&sn=fa38d60ca3d80de5298a3a7743e896bf&chksm=be9cdf3b89eb562dd6beb58a34dcd505c9aa94a833d082c880ab45f3ec23399c596ed39af2a0&scene=27#wechat_redirect,2017-07-09T09:25:45.000Z,2393,32,0,1,刘志军,2018-01-17T18:00:07.903Z,2018-01-17T18:19:03.347Z,
2017半年文章合集（建议收藏）,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367087&idx=2&sn=299be6e6b04e844115b7375d6ac55a93&chksm=be9cdf3b89eb562d94a8a0df04d5fef7918a82349dd99357cd5c72aac45fc01b78be7a862135&scene=27#wechat_redirect,2017-07-09T09:25:45.000Z,3031,37,0,10,刘志军,2018-01-17T18:00:07.904Z,2018-01-17T18:19:04.613Z,
限免｜这是一节1000+人报名的机器学习课,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367082&idx=1&sn=330e2ff99babf3592686d2f7027e4ea9&chksm=be9cdf3e89eb562856340be0d6af9de9e1eb40eb8e78da4c0fe942cd36cd16c415a9bfaa9265&scene=27#wechat_redirect,2017-07-07T08:35:37.000Z,1792,15,0,0,,2018-01-17T18:00:07.905Z,2018-01-17T18:19:05.792Z,
公布中奖结果，好书在留言区,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367078&idx=1&sn=f84abe010a6559781997065135ee99a5&chksm=be9cdf3289eb5624ecf2de2a8fa08e4d8712907130b963ff5c6acaa29d39315041e01f236162&scene=27#wechat_redirect,2017-07-06T12:51:11.000Z,1542,16,0,1,刘志军,2018-01-17T18:00:07.906Z,2018-01-17T18:19:07.017Z,
20-40k+期权，蚂蚁金服招 Python 开发工程师,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367074&idx=1&sn=54eb9217d2b05c8d2500e0e8892c9602&chksm=be9cdf3689eb5620aa96749f94adcf7e2c9fcd0b05363064a13cbd6bfe963c38516a7ba60513&scene=27#wechat_redirect,2017-07-05T12:58:46.000Z,4312,39,0,0,刘志军,2018-01-17T18:00:07.907Z,2018-01-17T18:19:08.202Z,
一本书搞定Python入门到实践,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367071&idx=1&sn=6bc769ec2bcef569ea0de75165881314&chksm=be9cdf0b89eb561df56bec5706a44d2ca14a1951cd35e0499c9e4f618062778e661e13a5d08d&scene=27#wechat_redirect,2017-07-03T15:24:41.000Z,6767,75,0,1,刘志军,2018-01-17T18:00:07.908Z,2018-01-17T18:19:09.432Z,https://union-click.jd.com/jdc?d=b0CM7f&come=appmessage
Python是怎么火起来的,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367066&idx=1&sn=3f23999ad511c786330facd6911be2ec&chksm=be9cdf0e89eb5618b2e0ebf51de4513d91f764176bd0d8caef5a2d4837d428f361c6d61948ef&scene=27#wechat_redirect,2017-06-30T07:54:56.000Z,8423,67,0,3,刘志军,2018-01-17T18:00:07.909Z,2018-01-17T18:19:10.647Z,
for循环是怎么工作的,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367065&idx=1&sn=c678ae4f3f749ef457077618eb8480a1&chksm=be9cdf0d89eb561bf5a41e460a6c856b9d6620f302f56aef6405f6433357c42b443da28e9498&scene=27#wechat_redirect,2017-06-28T07:27:02.000Z,2419,56,0,5,刘志军,2018-01-17T18:00:07.910Z,2018-01-17T18:19:11.880Z,
想在AI界占有一席之地，自然语言处理值得你好好学,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367059&idx=1&sn=0dafd0938e7e2eefdb70d9f2e28234b5&chksm=be9cdf0789eb561155a0e6ee4ccec7eff8ace562b0f0cbd12793d2221b29a417ae538a490db3&scene=27#wechat_redirect,2017-06-26T20:15:23.000Z,1210,11,0,0,,2018-01-17T18:00:07.911Z,2018-01-17T18:19:13.069Z,
Python类中的方法是如何工作的,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367056&idx=1&sn=c19e8348ec8e0f5a03bfd5cfff0f4835&chksm=be9cdf0489eb5612188213e57602b1370b44b609cfd87f36ac59a0e1683eebd1e81aa190c2eb&scene=27#wechat_redirect,2017-06-24T16:42:09.000Z,1683,26,0,3,刘志军,2018-01-17T18:00:07.912Z,2018-01-17T18:19:14.291Z,
Python装饰器为什么难理解：写个带参数的装饰器,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367045&idx=1&sn=327bea95963a0c99d0d0217dcc3f346d&chksm=be9cdf1189eb5607d87adbbf627dffa0130f642f3dec4a7a66cc56f54addd78cc44a2f86feb8&scene=27#wechat_redirect,2017-06-21T18:42:24.000Z,1707,22,0,5,刘志军,2018-01-17T18:00:10.097Z,2018-01-17T18:19:15.516Z,
人工智能来袭！老司机开车啦（文末有福利）,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367040&idx=1&sn=61cc8839a1adb35e904d012a575553ff&chksm=be9cdf1489eb560214535a90bfc371ca519b8002ae41825824645fb686f37f9d073310d58129&scene=27#wechat_redirect,2017-06-20T08:05:46.000Z,1542,13,0,0,,2018-01-17T18:00:10.099Z,2018-01-17T18:19:16.693Z,
推荐几本好书,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367032&idx=1&sn=a416df20245d825e2d94d79ce1f98489&chksm=be9cdf6c89eb567a7f18fb79c6ab9a76ff6cafea785204e7cbdca9b0cffc1efcddcfd72383e2&scene=27#wechat_redirect,2017-06-18T16:21:44.000Z,5936,49,0,2,刘志军,2018-01-17T18:00:10.102Z,2018-01-17T18:19:17.906Z,https://qwd.jd.com/previewShop.shtml?shopid=2921514&come=appmessage
量化投资重磅上线，横扫金融界就靠你啦！,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367017&idx=1&sn=ad5dd81b4ec5af534e04e5281c50a53d&chksm=be9cdf7d89eb566b4e53eda774d42bf548a209ba55b8fcd679b7bd197ad5f9eebe309318bcfa&scene=27#wechat_redirect,2017-06-15T19:59:20.000Z,1074,5,0,0,,2018-01-17T18:00:10.104Z,2018-01-17T18:19:19.081Z,
深夜好文|装饰器为什么难以理解？,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367014&idx=1&sn=66882879dc53880c42da5fa3dca4a15c&chksm=be9cdf7289eb56641d769564edb67c36d00b3e7f7037cc8b4acde2f37c9a0b1a5aa7ec94b045&scene=27#wechat_redirect,2017-06-14T23:59:14.000Z,2516,59,0,3,刘志军,2018-01-17T18:00:10.106Z,2018-01-17T18:19:20.310Z,
用Python&Tesseract识别图片文字,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650367001&idx=1&sn=dc8ea91ba4a83e23b5524a37aab5db73&chksm=be9cdf4d89eb565b1179c9d89030c512afa691dcf9480a0f604ebc658ddea2434658c8c184ef&scene=27#wechat_redirect,2017-06-09T15:53:05.000Z,2261,32,0,6,刘志军,2018-01-17T18:00:10.109Z,2018-01-17T18:19:21.545Z,
送分题：列表与元组的区别是？,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366992&idx=1&sn=b83c9547ef3bb61cd4ad92ec9e1f1f5c&chksm=be9cdf4489eb5652c70ac2b51896e8b7be258bd71f91dddb26aba8744b97fb4d7ebded41450f&scene=27#wechat_redirect,2017-06-08T08:22:24.000Z,1826,41,0,3,刘志军,2018-01-17T18:00:10.111Z,2018-01-17T18:19:22.791Z,
用分布式爬虫搞点数据回来！,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366986&idx=1&sn=057c7af991ead209d813472bf4b41fed&chksm=be9cdf5e89eb5648b4ab85b8160a5e7b964cf83a4e7c723dcea6f73b90f02ed4820e55fe16df&scene=27#wechat_redirect,2017-06-07T09:02:19.000Z,1598,10,0,0,,2018-01-17T18:00:10.113Z,2018-01-17T18:19:24.046Z,
如何快速入门Python,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366983&idx=1&sn=581b790cc367ba40be35f6750f8c103c&chksm=be9cdf5389eb56455bd56f511d45819edf02962b6575b82c9089c08b661e23630164a1c767bc&scene=27#wechat_redirect,2017-06-05T08:47:48.000Z,8132,123,0,13,刘志军,2018-01-17T18:00:12.321Z,2018-01-17T18:19:25.498Z,https://qwd.jd.com/previewShop.shtml?shopid=2921514&come=appmessage
2017年5月写字总结,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366980&idx=1&sn=3b42eec0de0032d0baa8633b4d51314a&chksm=be9cdf5089eb5646b2dde863c55193d8ebec0a1dd938744c1fd070f67414af4b6d8abadc6e46&scene=27#wechat_redirect,2017-06-02T11:51:28.000Z,1573,32,0,2,刘志军,2018-01-17T18:00:12.324Z,2018-01-17T18:19:26.709Z,
用Google挖掘赚钱思路,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366976&idx=1&sn=5fe8583dcb63a62aa75178f3bb637196&chksm=be9cdf5489eb5642d642f5a66c5dd688d794bb7562ad27384cc465a700725b4c30bb07388082&scene=27#wechat_redirect,2017-05-31T08:16:24.000Z,2458,48,0,4,刘志军,2018-01-17T18:00:12.327Z,2018-01-17T18:19:27.935Z,
Python到底是不是数据分析最好的语言？听听这位大神怎么说...,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366967&idx=1&sn=34d087379d365da5a5c291548c4aee20&chksm=be9cd8a389eb51b519d017f7a3db96303245a34e4886ac136495295f103ae1173d004e2c390a&scene=27#wechat_redirect,2017-05-27T09:10:50.000Z,1576,9,0,0,,2018-01-17T18:00:12.329Z,2018-01-17T18:19:29.118Z,
爬虫入门系列（六）：正则表达式完全指南（下）,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366967&idx=2&sn=a5756059ba031e5c1407587987dbd3ba&chksm=be9cd8a389eb51b5d597c182cf2e6e361408832ea749cde8dad2b7892c978c6aa303286e60dc&scene=27#wechat_redirect,2017-05-27T09:10:50.000Z,1234,18,0,3,刘志军,2018-01-17T18:00:12.330Z,2018-01-17T18:19:30.488Z,
精彩纷呈的 PyCon 2017大会,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366963&idx=1&sn=5ef623af75d0144442916be1e3cca8c2&chksm=be9cd8a789eb51b1e8d7010e47f1ef016b1a820c4c39a475186775acdfda326671e977342df3&scene=27#wechat_redirect,2017-05-25T17:42:47.000Z,1588,30,0,2,刘志军,2018-01-17T18:00:12.331Z,2018-01-17T18:19:31.712Z,
爬虫入门系列（五）：正则表达式完全指南（上）,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366958&idx=1&sn=044008c9475421feddf428c6ce5bf481&chksm=be9cd8ba89eb51acd8404bda5c2f5db660bf730919664d811a3487ae6b4e49760df67bd5736a&scene=27#wechat_redirect,2017-05-23T16:19:10.000Z,2331,31,0,5,刘志军,2018-01-17T18:00:12.332Z,2018-01-17T18:19:32.937Z,
赠书活动结果,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366953&idx=1&sn=8811ebc435aa4d542aac50dbc6cc1a61&chksm=be9cd8bd89eb51abe96123b96e083e2b8669e06ed7c19f0458014e4b64e12c938f6e1fd8fd69&scene=27#wechat_redirect,2017-05-22T11:46:07.000Z,1370,26,0,0,\b刘志军,2018-01-17T18:00:12.333Z,2018-01-17T18:19:34.128Z,
5.20福利提前送，Python 视频+直播免费领取,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366947&idx=1&sn=106c8e09bcc1271e8b9b58bdb9fd160a&chksm=be9cd8b789eb51a1d9b3c4ee5733dcc2755ffc8bab75165178cdd9689cd7969f433ffc18cd78&scene=27#wechat_redirect,2017-05-19T17:58:24.000Z,1531,15,0,0,潭州教育,2018-01-17T18:00:12.334Z,2018-01-17T18:19:35.306Z,
初级Python程序员如何进阶？,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366939&idx=1&sn=036a7fd4bb58c78151284f232fa85487&chksm=be9cd88f89eb5199f9025e457da579847840a7c218189dbdd9dde6ba5ef37e938b126245a4d6&scene=27#wechat_redirect,2017-05-18T17:09:30.000Z,4798,115,0,10,刘志军,2018-01-17T18:00:12.335Z,2018-01-17T18:19:36.553Z,https://www.amazon.cn/dp/B072HMKKPG
一步一步教你认识Python闭包,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366929&idx=1&sn=5bba7ccef04dc39f81b628429ddd08db&chksm=be9cd88589eb5193cce49a1ec3365325176fd884ac3e1cd9363786a40967b180cf54b0046922&scene=27#wechat_redirect,2017-05-15T07:35:33.000Z,2647,56,0,4,刘志军,2018-01-17T18:00:12.336Z,2018-01-17T18:24:58.122Z,
2017年4月写字总结,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366925&idx=1&sn=690636bc845cbea62f4b283caf96f248&chksm=be9cd89989eb518f05b93892deb12c764cd0b514a51cc14e6593c80a21e2f6c245ed2b4e834d&scene=27#wechat_redirect,2017-05-02T21:01:31.000Z,1384,46,0,3,刘志军,2018-01-17T18:00:14.575Z,2018-01-17T18:24:59.347Z,
Lambda函数与群众演员的共\b性是...？,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366922&idx=1&sn=0b87c937f5de734a044e9f6b88874b63&chksm=be9cd89e89eb5188003ffc412435d06c143380afef5625e899109e4a129fe58bcc489ec7c9ce&scene=27#wechat_redirect,2017-04-30T08:56:40.000Z,1581,28,0,1,刘志军,2018-01-17T18:00:14.576Z,2018-01-17T18:25:00.564Z,http://www.bagevent.com/event/517724#website_moduleId_47956
爬虫入门系列（四）：HTML文本解析库BeautifulSoup,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366919&idx=1&sn=1b36a9f2c0921cdeac52942ec591a923&chksm=be9cd89389eb5185d32ab5e9034c2e68ddff6c2f8ddeaee1662499d73baf113fd5ec645548f8&scene=27#wechat_redirect,2017-04-26T21:10:15.000Z,1870,38,0,2,刘志军,2018-01-17T18:00:14.577Z,2018-01-17T18:25:01.807Z,http://www.bagevent.com/event/517724
"如何正确理解关键字""with""与上下文管理器",http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366909&idx=1&sn=559929e8738c56d5d5ecf4e9d2a18327&chksm=be9cd8e989eb51ff09d283f93c0f4257b5cf5821a9b0f3f58323f3795ae911994e95257fafa8&scene=27#wechat_redirect,2017-04-20T18:38:33.000Z,1205,28,0,2,刘志军,2018-01-17T18:00:14.578Z,2018-01-17T18:25:03.022Z,
号外！中奖结果出来啦,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366904&idx=1&sn=457b248308dddaaab233c7ff35b9f073&chksm=be9cd8ec89eb51fac48583796fc48760105ad217e8129933a8b9f2ab5a289d5bab94a9a11aad&scene=27#wechat_redirect,2017-04-19T08:23:14.000Z,995,32,0,1,\b刘志军,2018-01-17T18:00:14.579Z,2018-01-17T18:25:04.236Z,
爬虫入门系列（三）：用 requests 构建知乎 API,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366901&idx=1&sn=2d20e6309afb704badec55b495012374&chksm=be9cd8e189eb51f72656b15982f77a08c21c4ff73c25f7a3fc530aee2e007be6f2e9ce13033c&scene=27#wechat_redirect,2017-04-16T22:07:10.000Z,2177,24,0,4,刘志军,2018-01-17T18:00:14.580Z,2018-01-17T18:25:05.464Z,https://github.com/lzjun567/zhihu-api
【福利】写在5000订阅读者时,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366894&idx=1&sn=7bf4771e92c93dfc84c5847cafae95c4&chksm=be9cd8fa89eb51ecd94533aa158aa4453a74cca19d30b0a0cfcb12a122d6a577dab98aaaa365&scene=27#wechat_redirect,2017-04-14T18:24:18.000Z,1246,58,0,34,刘志军,2018-01-17T18:00:14.581Z,2018-01-17T18:25:06.802Z,
如何正确理解Python函数是第一类对象（First-Class Object）,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366890&idx=1&sn=d2c13c338392308a3c71aafadaad39cd&chksm=be9cd8fe89eb51e8c966cbe430e94dd9589930e10dbd93f15c034f551dc6de2709a4d02e190f&scene=27#wechat_redirect,2017-04-12T18:42:21.000Z,1580,31,0,6,刘志军,2018-01-17T18:00:14.582Z,2018-01-17T18:25:08.034Z,
爬虫入门系列（二）：优雅的HTTP库requests,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366885&idx=1&sn=37d9c9ff3ad777ac03259805abd84ae3&chksm=be9cd8f189eb51e7affb6c127429b2d855342e19cb8d1b1fb97dd549fe66f03febde84182db7&scene=27#wechat_redirect,2017-04-11T11:35:09.000Z,2858,45,0,6,刘志军,2018-01-17T18:00:14.583Z,2018-01-17T18:25:09.259Z,
完美解决 Python2 和 python3 共存问题的Anaconda,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366881&idx=1&sn=fd2d0d76aed02dfb829f59b5d5ab5e76&chksm=be9cd8f589eb51e3ea78266a02461cdda2f11f5abfde6b85eef2e74025dc3b33bff42637baaa&scene=27#wechat_redirect,2017-04-08T14:01:36.000Z,1731,23,0,3,刘志军,2018-01-17T18:00:14.584Z,2018-01-17T18:25:10.487Z,
爬虫入门系列（一）：快速理解HTTP协议,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366877&idx=1&sn=f553654002e85f5aa0507bd6b9921c09&chksm=be9cd8c989eb51df36834016fbe43b3f20543a84f6659aa267485fb6a9271b5d12488af9da84&scene=27#wechat_redirect,2017-04-05T18:34:22.000Z,4981,50,0,3,刘志军,2018-01-17T18:00:16.777Z,2018-01-17T18:25:11.724Z,
2017年3月写字总结,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366871&idx=1&sn=986b184d87555262fedf9c868ae5c87c&chksm=be9cd8c389eb51d5314ebc19e70115a896c171df35fe402cb7e15964577fd55c1239bc735ed1&scene=27#wechat_redirect,2017-04-02T01:35:01.000Z,1286,52,0,9,熬夜的,2018-01-17T18:00:16.778Z,2018-01-17T18:25:12.984Z,
震惊！Google 无人驾驶单车即将问世,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366868&idx=1&sn=0f45dae3abc2e788fff663602bf77cd5&chksm=be9cd8c089eb51d6ccabf3eba7aa2b2e233a0d5e8349bcd8e0b314c67c2f3f3e6f4f6c66a35f&scene=27#wechat_redirect,2017-03-31T18:19:58.000Z,1166,11,0,0,刘志军,2018-01-17T18:00:16.779Z,2018-01-17T18:25:14.169Z,
Python爬虫之模拟知乎登录,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366863&idx=1&sn=223ef8bea35082a4915b1ec5bf85f5f4&chksm=be9cd8db89eb51cdc2e46c99159b5162fcfd75090fc5a8b1bd9c7065dadcfe44fd8ad7fdb6ca&scene=27#wechat_redirect,2017-03-30T18:42:38.000Z,2548,29,0,1,刘志军,2018-01-17T18:00:16.780Z,2018-01-17T18:25:15.385Z,
网络爬虫与文本挖掘核心技术案例实战高级研修班,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366855&idx=1&sn=e752863c59d66b10a9668a36c71970b6&chksm=be9cd8d389eb51c5e3086f010e05102ed60ee0971599409fb49f3d35c73768c15ffc5d22afc6&scene=27#wechat_redirect,2017-03-29T18:02:37.000Z,797,8,0,0,,2018-01-17T18:00:16.781Z,2018-01-17T18:25:16.559Z,
"Python 中 ""is"" 与 ""=="" 操作有什么区别？",http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366850&idx=1&sn=d3bf5b9c2857cfc39a1d6e2f74c8c395&chksm=be9cd8d689eb51c09eb1d5d361e82d1ec6f4e6f3afadca69039915e28489f192dd91ccf78ba0&scene=27#wechat_redirect,2017-03-27T07:49:28.000Z,1850,30,0,5,刘志军,2018-01-17T18:00:16.782Z,2018-01-17T18:25:17.823Z,
Python3 是如何解决棘手的字符编码问题的？,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366846&idx=1&sn=ff9f9f4b7bf8a59afa39b60707ed35c9&chksm=be9cd82a89eb513cc96630c2f1072519d85f474a9f1028749150306110d539cb0dba410b5859&scene=27#wechat_redirect,2017-03-22T18:04:37.000Z,1317,21,0,4,刘志军,2018-01-17T18:00:16.783Z,2018-01-17T18:25:19.052Z,
Python 编码为什么那么蛋疼？,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366836&idx=1&sn=da43cd0208b6bb7b1c51c5ced3ac1027&chksm=be9cd82089eb5136830ba25a54ae57a5fc1ca105b68718fcf4d9f100ddb1ea18120990c47816&scene=27#wechat_redirect,2017-03-20T07:35:10.000Z,3735,44,0,7,刘志军,2018-01-17T18:00:16.783Z,2018-01-17T18:25:20.309Z,
那些年，写 Python 犯过的错误,http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366832&idx=1&sn=82b259e61494808476d1286993c8a26c&chksm=be9cd82489eb5132f16a153ad33e2f257d33abc58ac4832f8a4d31f1eba09fbcda52c67f4ac1&scene=27#wechat_redirect,2017-03-16T18:08:14.000Z,1434,24,0,1,刘志军,2018-01-17T18:00:16.784Z,2018-01-17T18:25:21.508Z,
"不要再问 ""Python 函数中，参数是传值，还是传引用？"" 这种没有意义的问题了",http://mp.weixin.qq.com/s?__biz=MjM5MzgyODQxMQ==&mid=2650366829&idx=1&sn=8d8f4f6e4076a86b747f3cec7ae3c28b&chksm=be9cd83989eb512f042d6d60a074e946abf5cbf393e9b75dd5e8d44818349576953cba18b73d&scene=27#wechat_redirect,2017-03-14T07:41:03.000Z,2272,43,0,5,刘志军,2018-01-17T18:00:16.785Z,2018-01-17T18:25:22.748Z,
